"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.095365767E0,5.454874039E-2,1.035284996E-2,-2.775096893E-2,6.207143350E-2
6.115274703E0,5.608832836E-2,1.364353299E-2,-3.010654449E-2,6.510338388E-2
6.135193242E0,4.911828041E-2,1.701912284E-2,-3.616046906E-2,6.332326219E-2
6.155094976E0,4.671216011E-2,3.228148818E-2,-3.491592407E-2,6.665764874E-2
6.175025356E0,3.455162048E-2,3.579246998E-2,-4.094791412E-2,6.443327600E-2
6.194943244E0,3.416216373E-2,2.837508917E-2,-2.902984619E-2,5.305592414E-2
6.214860033E0,3.009605408E-2,2.577123046E-2,-2.918052673E-2,4.920804742E-2
6.234763761E0,5.241537094E-2,3.231787682E-2,-2.558612823E-2,6.668182834E-2
6.254693774E0,4.166829586E-2,2.984732389E-2,-3.636741638E-2,6.284662758E-2
6.274610441E0,4.613208771E-2,2.242809534E-2,-1.964092255E-2,5.492681326E-2
6.294527434E0,5.221045017E-2,1.845920086E-2,-3.154373169E-2,6.373131265E-2
6.314442636E0,5.064225197E-2,1.577630639E-2,-4.493141174E-2,6.951518747E-2
6.334365529E0,4.992377758E-2,4.165947437E-2,-5.593490601E-2,8.577067729E-2
6.354277761E0,5.327475071E-2,3.029108047E-2,-2.978801727E-2,6.814011001E-2
6.374193208E0,3.878402710E-2,7.288157940E-3,-3.686904907E-3,3.963472306E-2
6.394110973E0,4.183709621E-2,4.985779524E-3,7.100105286E-3,4.272718236E-2
6.414027722E0,3.653168678E-2,1.804673672E-2,-2.755546570E-2,4.918894729E-2
6.433944633E0,5.140662193E-2,3.327238560E-2,-4.763317108E-2,7.757971004E-2
6.453861666E0,5.060517788E-2,2.490252256E-2,-4.381656647E-2,7.142066336E-2
6.473772596E0,6.077790260E-2,1.860415936E-2,-3.639602661E-2,7.324437824E-2
6.493688165E0,5.662035942E-2,2.181419730E-2,-4.607486725E-2,7.618804169E-2
6.513613418E0,4.977571964E-2,7.118612528E-3,-3.781223297E-2,6.291312957E-2
6.533528742E0,4.438424110E-2,8.861124516E-3,-3.913211823E-2,5.983145546E-2
6.553445531E0,2.407848835E-2,6.832391024E-3,-1.560115814E-2,2.949324166E-2
6.573365494E0,3.321528435E-2,1.509666443E-2,-3.265094757E-2,4.896170716E-2
6.593279517E0,4.473924637E-2,3.049245477E-2,-4.364109039E-2,6.954088534E-2
6.613195777E0,5.343425274E-2,3.553444147E-2,-4.859161377E-2,8.049261348E-2
6.633111264E0,5.441153049E-2,2.829566598E-2,-3.648662567E-2,7.136198720E-2
6.653029803E0,5.539286137E-2,2.366185188E-2,-2.691268921E-2,6.597382182E-2
6.672946267E0,5.267238617E-2,1.872035861E-2,-2.935981750E-2,6.314135709E-2
6.692861550E0,4.287636280E-2,1.130372286E-2,-3.179931641E-2,5.456512770E-2
6.712779764E0,4.895663261E-2,1.058986783E-2,-3.196620941E-2,5.941999429E-2
6.732681213E0,4.509568214E-2,1.977634430E-2,-3.090667725E-2,5.813731195E-2
6.752598083E0,4.892957211E-2,1.333764195E-2,-3.104400635E-2,5.946197146E-2
6.772516582E0,4.814672470E-2,2.106770873E-2,-3.597164154E-2,6.368606163E-2
6.792447083E0,5.015945435E-2,2.345159650E-2,-3.324413300E-2,6.458421337E-2
6.812365663E0,5.292665958E-2,2.336630225E-2,-2.361011505E-2,6.248722196E-2
6.832281557E0,3.736686707E-2,8.911728859E-3,-2.600765228E-2,4.639072798E-2
6.852212791E0,4.444324970E-2,1.321816444E-2,-3.203296661E-2,5.635630635E-2
6.872113345E0,4.445457458E-2,1.975682378E-2,-3.940296173E-2,6.260299258E-2
6.892031152E0,3.360855579E-2,1.224207878E-2,-3.831100464E-2,5.241313377E-2
6.911946150E0,3.340125084E-2,1.662036777E-2,-3.117275238E-2,4.861708211E-2
6.931862980E0,3.752613068E-2,2.431216836E-2,-3.608512878E-2,5.745805891E-2
6.951779892E0,3.911387920E-2,2.832925320E-2,-3.390979767E-2,5.901115582E-2
6.971696599E0,4.813945293E-2,2.636602521E-2,-2.801704407E-2,6.162409409E-2
6.991613429E0,5.385398865E-2,2.213373780E-2,-2.918815613E-2,6.513142790E-2
7.011530015E0,4.897129536E-2,1.563164592E-2,-3.042125702E-2,5.973264603E-2
7.031447008E0,3.915643692E-2,1.985728741E-2,-3.767108917E-2,5.785023228E-2
7.051363675E0,4.237759113E-2,1.926794648E-2,-3.415393829E-2,5.773738384E-2
7.071281522E0,4.335105419E-2,2.018997073E-2,-3.299713135E-2,5.810128652E-2
7.091197294E0,4.685413837E-2,2.331653237E-2,-2.943325043E-2,6.004404380E-2
7.111114775E0,4.329860210E-2,1.426416636E-2,-3.462886810E-2,5.724852742E-2
7.131032907E0,5.164110661E-2,1.857733727E-2,-3.704357147E-2,6.621289556E-2
7.150947703E0,4.822301865E-2,1.816084981E-2,-3.225040436E-2,6.078951040E-2
7.170867259E0,4.696977139E-2,1.894876361E-2,-4.425621033E-2,6.725940246E-2
7.190781078E0,4.172527790E-2,9.427428246E-3,-3.426456451E-2,5.480817093E-2
7.210692374E0,3.915870190E-2,2.010762691E-3,-3.189182281E-2,5.054241252E-2
7.230614981E0,4.385864735E-2,2.414882183E-2,-3.321647644E-2,6.008394836E-2
7.250517814E0,5.183196068E-2,4.465976357E-2,-5.249691010E-2,8.623788147E-2
7.270448479E0,3.155100346E-2,1.760572195E-2,-3.596496582E-2,5.097946676E-2
7.290365227E0,3.016614914E-2,1.114073396E-2,-1.101398468E-2,3.399147490E-2
7.310283034E0,3.566682339E-2,1.454186440E-2,-5.098342896E-3,3.885332947E-2
7.330198683E0,4.521620274E-2,3.564959764E-2,-2.533912659E-2,6.290842661E-2
7.350115798E0,3.751504421E-2,3.095695376E-2,-3.482246399E-2,5.981902312E-2
7.370034500E0,2.467906475E-2,1.672554016E-2,-2.861309052E-2,4.132201447E-2
7.389949092E0,4.452073574E-2,6.675094366E-3,-4.633331299E-2,6.460207960E-2
7.409865962E0,4.884684086E-2,7.506668568E-3,-5.359268188E-2,7.290088810E-2
7.429782670E0,4.698967934E-2,8.320778608E-3,-3.924942017E-2,6.178820522E-2
7.449699582E0,4.737269878E-2,1.120334864E-2,-2.740573883E-2,5.586378193E-2
7.469616412E0,4.157745838E-2,1.164135337E-2,-2.645111084E-2,5.063464642E-2
7.489539386E0,4.399538040E-2,2.493712306E-2,-2.666854858E-2,5.717224053E-2
7.509436277E0,4.754245281E-2,3.371670842E-2,-2.807044983E-2,6.469197323E-2
7.529366616E0,4.670882225E-2,2.969315648E-2,-3.418636322E-2,6.505463126E-2
7.549269368E0,3.670275211E-2,1.637226343E-2,-4.374313354E-2,5.940206019E-2
7.569200968E0,3.314042091E-2,1.996052265E-2,-3.424167633E-2,5.166432387E-2
7.589117228E0,3.670644760E-2,2.568221092E-2,-2.842235565E-2,5.305440184E-2
7.609035523E0,4.013478756E-2,2.782395482E-2,-3.564739227E-2,6.046246943E-2
7.628952190E0,3.727376461E-2,1.793861389E-2,-2.851867676E-2,5.024382868E-2
7.648868817E0,4.433214664E-2,1.651397347E-2,-3.205871582E-2,5.714728170E-2
7.668785931E0,3.946232796E-2,1.780042052E-2,-3.071784973E-2,5.308216829E-2
7.688693158E0,4.219698906E-2,1.891714334E-2,-3.067207336E-2,5.549072249E-2
7.708619388E0,4.492413998E-2,2.259430289E-2,-3.422451019E-2,6.082760865E-2
7.728536014E0,4.484546185E-2,1.070562005E-2,-2.934932709E-2,5.465444858E-2
7.748452966E0,4.715597630E-2,1.177179813E-2,-3.191375732E-2,5.814421070E-2
7.768369715E0,3.867423534E-2,1.182571054E-2,-3.792667389E-2,5.544345319E-2
7.788287521E0,4.112005234E-2,2.959170938E-2,-3.322029114E-2,6.058147994E-2
7.808203171E0,3.512477875E-2,2.955994010E-2,-3.443241119E-2,5.738580906E-2
7.828118536E0,3.365325928E-2,1.867920160E-2,-2.966880798E-2,4.859724889E-2
7.848035285E0,3.822755814E-2,2.188470960E-2,-3.091621399E-2,5.381541603E-2
7.867953539E0,4.129266739E-2,2.025714517E-2,-3.099060059E-2,5.546037897E-2
7.887870531E0,3.857445717E-2,1.892936230E-2,-2.864837646E-2,5.164338270E-2
7.907785450E0,4.372310638E-2,1.866322756E-2,-2.756404877E-2,5.495273314E-2
7.927703908E0,4.280102253E-2,1.019999385E-2,-3.471279144E-2,5.604413702E-2
7.947620859E0,4.609072208E-2,1.837044954E-3,-3.706169128E-2,5.917176993E-2
7.967522390E0,5.430388451E-2,2.443736792E-2,-4.788780212E-2,7.641556396E-2
7.987454438E0,4.199874401E-2,2.668285370E-2,-5.026626587E-2,7.072882485E-2
8.007371309E0,3.623807430E-2,1.544919610E-2,-2.651977539E-2,4.748867419E-2
8.027273287E0,2.756440639E-2,-3.251135349E-4,-1.115226746E-2,2.973676627E-2
8.047205050E0,2.870321274E-2,2.958759665E-2,-1.605033875E-2,4.423701698E-2
8.067120618E0,4.036343098E-2,3.937563300E-2,-3.022861481E-2,6.397981078E-2
8.087037733E0,3.829920292E-2,2.413597703E-2,-2.999401093E-2,5.430483425E-2
8.106953749E0,2.639675140E-2,8.804798126E-3,-4.530715942E-2,5.317002586E-2
8.126871922E0,4.829287529E-2,9.568452835E-3,-4.997920990E-2,7.015467565E-2
8.146788711E0,4.771554470E-2,3.570586443E-3,-4.046344757E-2,6.266428714E-2
8.166704361E0,4.863333702E-2,1.148432493E-2,-4.771900177E-2,6.909554486E-2
8.186607031E0,4.191958904E-2,9.853929281E-3,-3.832435608E-2,5.764640610E-2
8.206518245E0,4.352211952E-2,1.165127754E-2,-2.887630463E-2,5.351418620E-2
8.226453711E0,4.393565655E-2,2.543735504E-2,-3.028297424E-2,5.911395332E-2
8.246372901E0,4.582810402E-2,2.514973283E-2,-3.028583527E-2,6.041486570E-2
8.266290464E0,3.741908073E-2,1.928010583E-2,-3.866767883E-2,5.715854678E-2
8.286206480E0,4.120373726E-2,1.355990767E-2,-3.982925415E-2,5.888963021E-2
8.306121926E0,3.768825531E-2,1.734989882E-2,-3.742027283E-2,5.587217908E-2
8.326040018E0,4.013311863E-2,1.249969006E-2,-3.741359711E-2,5.627332148E-2
8.345956807E0,3.882551193E-2,1.722165942E-2,-2.912807465E-2,5.150194814E-2
8.365873718E0,3.623497486E-2,2.156004310E-2,-3.756046295E-2,5.646766543E-2
8.385790426E0,3.657937050E-2,2.123779058E-2,-3.258514404E-2,5.339368602E-2
8.405691834E0,3.218853474E-2,1.507416368E-2,-3.268909454E-2,4.828984449E-2
8.425609112E0,3.422462940E-2,2.112612128E-2,-3.394222260E-2,5.262806032E-2
8.445541078E0,3.643417358E-2,4.447221756E-3,-3.514099121E-2,5.081452597E-2
8.465446841E0,3.510487080E-2,1.247072220E-2,-2.838611603E-2,4.683633684E-2
8.485356631E0,4.194617271E-2,2.386128902E-2,-3.085231781E-2,5.727746532E-2
8.505294986E0,2.759468555E-2,1.673963666E-2,-3.803920746E-2,4.988650529E-2
8.525208113E0,3.120148182E-2,1.670593023E-2,-4.642486572E-2,5.837712506E-2
8.545123804E0,2.275371552E-2,1.929172873E-2,-3.811454773E-2,4.840063136E-2
8.565041651E0,2.601468563E-2,1.811200380E-2,-3.576374054E-2,4.778968181E-2
8.584958481E0,3.398096561E-2,2.041703463E-2,-2.975940704E-2,4.956998724E-2
8.604875148E0,4.221868515E-2,1.067656279E-2,-2.976989746E-2,5.275085936E-2
8.624792222E0,4.108095169E-2,5.133152008E-3,-2.111911774E-2,4.647591823E-2
8.644708727E0,4.492199421E-2,7.440149784E-3,-4.145336151E-2,6.157696463E-2
8.664625638E0,5.732274055E-2,2.721691132E-2,-4.869937897E-2,7.998928902E-2
8.684527250E0,4.001963139E-2,1.232135296E-2,-4.304027557E-2,6.004874650E-2
8.704459216E0,3.618252277E-2,2.165883780E-3,-2.407455444E-2,4.351379297E-2
8.724376168E0,2.600264549E-2,1.345345378E-2,-3.948211670E-3,2.954185787E-2
8.744294870E0,3.564572334E-2,3.511914611E-2,-2.287673950E-2,5.502106166E-2
8.764209828E0,3.709614277E-2,2.577215433E-2,-3.224086761E-2,5.549595744E-2
8.784125234E0,2.405142784E-2,1.155784726E-2,-4.299545288E-2,5.060300369E-2
8.804042227E0,3.424799442E-2,1.132249832E-2,-4.171848297E-2,5.515030292E-2
8.823945344E0,5.092823505E-2,1.089155674E-2,-4.524707794E-2,6.898992098E-2
8.843877026E0,4.346764088E-2,1.190507412E-2,-4.530334473E-2,6.390273575E-2
8.863793815E0,4.188942909E-2,3.281801939E-3,-3.449821472E-2,5.436562620E-2
8.883710686E0,4.299890995E-2,5.365759134E-3,-3.459548950E-2,5.544858449E-2
8.903627353E0,4.481470585E-2,1.673698425E-2,-3.590011597E-2,5.981055784E-2
8.923544183E0,4.968667030E-2,2.567738295E-2,-3.847312927E-2,6.788427562E-2
8.943461257E0,4.514312744E-2,2.177950740E-2,-4.445075989E-2,6.699342469E-2
8.963362828E0,4.263770580E-2,2.798271179E-2,-4.206657410E-2,6.611053450E-2
8.983299881E0,3.224623203E-2,2.013453841E-2,-3.847503662E-2,5.408833109E-2
9.003210200E0,2.780103683E-2,9.879916906E-3,-3.600788116E-2,4.655188410E-2
9.023113073E0,3.037130833E-2,1.006042957E-2,-3.231143951E-2,4.547150466E-2
9.043045366E0,3.226912022E-2,4.929661751E-3,-2.519798279E-2,4.123755595E-2
9.062960527E0,3.544485569E-2,5.557984114E-3,-3.597068787E-2,5.080471797E-2
9.082878619E0,3.153550625E-2,2.196261287E-2,-3.851604462E-2,5.440891665E-2
9.102795571E0,3.971433640E-2,1.230242848E-2,-3.486633301E-2,5.426084628E-2
9.122712400E0,3.541672230E-2,1.385572553E-2,-3.247165680E-2,5.000733790E-2
9.142629190E0,3.202521801E-2,3.332316875E-3,-2.644252777E-2,4.166444767E-2
9.162545938E0,3.903579712E-2,1.275885105E-2,-3.956890106E-2,5.702876176E-2
9.182447347E0,3.981339931E-2,1.022556424E-2,-5.288028717E-2,6.697756117E-2
9.202371501E0,4.575514793E-2,1.974579692E-2,-4.459095001E-2,6.687139060E-2
9.222288982E0,4.084491730E-2,1.847434044E-2,-3.622245789E-2,5.763397417E-2
9.242216879E0,4.060316086E-2,2.062061429E-2,-3.387069702E-2,5.675429959E-2
9.262129396E0,4.147684574E-2,1.691243052E-2,-3.391742706E-2,5.618497039E-2
9.282046267E0,3.427493572E-2,5.201667547E-3,-2.551364899E-2,4.304387121E-2
9.301962120E0,4.172623158E-2,8.869826794E-3,-3.745269775E-2,5.676668740E-2
9.321878787E0,4.867005348E-2,2.169832587E-2,-4.349803925E-2,6.878714175E-2
9.341795780E0,4.514992237E-2,2.225792408E-2,-4.726219177E-2,6.904813861E-2
9.361712528E0,2.953207493E-2,8.004307747E-4,-2.346515656E-2,3.772794337E-2
9.381629236E0,3.655481339E-2,5.034536123E-3,-5.568504333E-3,3.731767914E-2
9.401546351E0,2.944946289E-2,2.025973797E-2,-1.257324219E-2,3.789213990E-2
9.421463059E0,3.506612778E-2,2.910408378E-2,-3.609466553E-2,5.813351778E-2
9.441379807E0,3.417217731E-2,1.153963804E-2,-5.016231537E-2,6.178315977E-2
9.461300747E0,2.533829212E-2,3.358542919E-3,-5.844020844E-2,6.378531822E-2
9.481213589E0,5.256164074E-2,7.559925318E-3,-3.924179077E-2,6.602875655E-2
9.501130541E0,4.041528702E-2,1.209947467E-2,-4.319477081E-2,6.037864637E-2
9.521047615E0,3.640186787E-2,-7.086992264E-5,-3.725624084E-2,5.208769997E-2
9.540963876E0,3.705620766E-2,-1.460790634E-3,-2.183818817E-2,4.303722688E-2
9.560880746E0,4.138278961E-2,1.615455747E-2,-3.391170502E-2,5.588835961E-2
9.580783660E0,3.577375412E-2,2.114114165E-2,-2.764415741E-2,4.990900513E-2
9.600714325E0,3.680717945E-2,2.594387531E-2,-3.246212006E-2,5.551254240E-2
9.620631114E0,3.213500977E-2,2.647802234E-2,-3.841400146E-2,5.665139035E-2
9.640548025E0,4.442346096E-2,2.340209484E-2,-4.186439514E-2,6.537376773E-2
9.660464733E0,4.121398926E-2,2.145034075E-2,-3.858280182E-2,6.039323327E-2
9.680381685E0,4.721629620E-2,1.210471988E-2,-2.658176422E-2,5.552020406E-2
9.700300997E0,4.341471195E-2,1.437646151E-2,-3.971767426E-2,6.057238238E-2
9.720215426E0,3.693008423E-2,1.202413440E-2,-3.267860413E-2,5.075728614E-2
9.740132134E0,3.181862831E-2,1.387047768E-2,-3.006649017E-2,4.592177142E-2
9.760052178E0,3.341197968E-2,2.168932557E-2,-3.239440918E-2,5.134379199E-2
9.779965672E0,3.631913662E-2,1.039415598E-2,-3.221225739E-2,4.964622533E-2
9.799882461E0,3.422772884E-2,1.367846131E-2,-3.460979462E-2,5.056160212E-2
9.819799332E0,3.930509090E-2,1.566112041E-2,-3.821182251E-2,5.701143958E-2
9.839716121E0,3.535282612E-2,3.815749288E-2,-3.697204590E-2,6.381809113E-2
9.859633032E0,3.302347660E-2,3.806939721E-2,-3.316307068E-2,6.032924886E-2
9.879549862E0,2.630615234E-2,3.249818087E-2,-2.576446533E-2,4.911163899E-2
9.899450579E0,2.341020107E-2,2.488815784E-2,-2.783203125E-2,4.406903537E-2
9.919369647E0,3.041577339E-2,1.147654653E-2,-3.333854675E-2,4.656489118E-2
9.939304421E0,3.505313396E-2,-3.066301346E-3,-3.885173798E-2,5.241738212E-2
9.959218199E0,5.613994598E-2,1.158589125E-2,-4.812240601E-2,7.484445451E-2
9.979133849E0,6.150031090E-2,3.175425529E-2,-5.647373199E-2,8.933030491E-2
9.999053731E0,4.992735386E-2,1.730987430E-2,-2.905559540E-2,6.030422900E-2
