"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.438178855E0,-8.596843719E0,1.430935192E1,-1.048403168E1,1.971238683E1
6.458103274E0,-5.447208405E0,1.276294136E1,-1.654760838E0,1.397508444E1
6.478019127E0,1.773479652E1,1.733070183E1,4.371252060E1,5.025595179E1
6.497926354E0,1.461480331E1,3.358259201E0,2.438367462E1,2.862575709E1
6.517846785E0,2.141133070E0,2.854541779E0,-1.499884892E1,1.541746829E1
6.537762964E0,8.615621567E0,5.037641525E-1,-1.811400032E1,2.006488776E1
6.557688278E0,2.335696411E1,-7.055397034E0,-1.830874252E1,3.050469558E1
6.577605291E0,7.927915096E0,-3.452187538E0,-1.226809216E1,1.500918125E1
6.597522324E0,9.310474396E-1,-6.000747681E0,-6.689870834E0,9.034942935E0
6.617432013E0,8.215068817E0,-2.435392570E1,-2.376903057E0,2.581183297E1
6.637351020E0,1.347978020E1,-3.017719841E1,2.034909439E1,3.881305735E1
6.657267362E0,2.582472324E0,-1.537455368E1,1.241496086E1,1.992930800E1
6.677191353E0,-1.719732523E0,-9.133325577E0,9.639368057E0,1.339001615E1
6.697116239E0,-1.194386721E0,-3.415610790E0,2.085041046E1,2.116205503E1
6.717025338E0,2.635617256E-1,3.123888016E0,1.429568291E1,1.463539172E1
6.736933176E0,3.199266911E0,7.725248337E0,1.198103905E1,1.461027266E1
6.756857859E0,-1.950963020E0,5.309107780E0,1.866703415E1,1.950515435E1
6.776767751E0,-8.753419876E0,-2.473835945E-1,1.519673347E1,1.753922081E1
6.796686982E0,-1.187670708E1,-2.070032597E0,7.550407410E0,1.422497304E1
6.816601858E0,-9.880814552E0,1.040067673E-1,8.096343994E0,1.277466632E1
6.836525830E0,-8.004586220E0,2.711267948E0,5.385127068E0,1.002117598E1
6.856442924E0,-8.269138336E0,3.619914532E0,4.357735634E0,1.002358668E1
6.876359957E0,-6.135398865E0,1.706580639E0,3.505652428E0,7.269465981E0
6.896267001E0,-2.673427105E0,-5.409964561E0,4.387217522E0,7.460737673E0
6.916188226E0,2.077451706E1,-2.651126862E1,1.080040455E1,3.537056207E1
6.936103550E0,4.501767731E1,-2.603685951E1,1.346815586E1,5.372057842E1
6.956021804E0,2.502195358E1,-1.402935410E1,3.843599081E0,2.894294718E1
6.975946060E0,1.116062260E1,-5.980801582E0,-2.578757286E0,1.292205376E1
6.995861445E0,1.325011253E0,-1.098161697E0,-1.404714227E0,2.221449075E0
7.015779252E0,-5.574975967E0,-4.045772552E-1,-3.841911793E0,6.782648894E0
7.035696285E0,-4.360315800E0,4.335255146E0,-7.315556526E0,9.556367424E0
7.055612647E0,-4.077709675E0,1.008891487E1,-9.885942459E0,1.470189708E1
7.075530352E0,-4.339700222E0,1.519698906E1,-1.259443283E1,2.020893893E1
7.095447446E0,-3.892349005E0,1.640223312E1,-1.702254486E1,2.395726749E1
7.115364276E0,-5.456387043E0,1.437045956E1,-1.524075508E1,2.164631338E1
7.135281371E0,-6.356722355E0,1.218457794E1,-8.614468575E0,1.621976965E1
7.155199869E0,-4.522081375E0,1.249995804E1,2.942727089E0,1.361461765E1
7.175115620E0,9.177181244E0,1.472717476E1,3.481893921E1,3.890332710E1
7.195032390E0,1.057576370E1,-4.153528214E-1,2.482836533E1,2.699012821E1
7.214950053E0,1.960104465E0,1.930943966E0,-8.712117195E0,9.136276054E0
7.234866598E0,2.423826694E0,2.866774559E0,-1.417492867E1,1.466362625E1
7.254783042E0,1.756657410E1,-3.724463463E0,-1.858439445E1,2.584252060E1
7.274705141E0,7.655848980E0,-1.898333549E0,-1.583080101E1,1.768699959E1
7.294610863E0,1.714102745E0,-6.581555367E0,-8.781480789E0,1.110717894E1
7.314526980E0,6.754485130E0,-2.136484146E1,-8.218352795E-1,2.242219733E1
7.334451725E0,1.803308487E1,-2.775991058E1,2.163410187E1,3.954540617E1
7.354362736E0,5.816173077E0,-1.607528114E1,1.112992859E1,2.039896673E1
7.374280664E0,1.075025558E0,-7.620082855E0,1.006605721E1,1.267070836E1
7.394204859E0,1.154633045E0,-1.325707436E0,2.135729599E1,2.142953032E1
7.414120367E0,3.077952385E0,3.866654158E0,1.411656857E1,1.495668123E1
7.434036993E0,2.731507301E0,8.149200439E0,1.187173176E1,1.465635067E1
7.453938971E0,-3.507052660E0,4.334042072E0,1.866243553E1,1.947741869E1
7.473871589E0,-1.145577621E1,-2.499470234E0,1.750601578E1,2.106994894E1
7.493786893E0,-1.252342987E1,-3.865333557E0,8.240888596E0,1.548190376E1
7.513705757E0,-9.104978561E0,-1.012674332E0,6.937679291E0,1.149162903E1
7.533622750E0,-6.856697083E0,2.496140003E0,5.017908096E0,8.855755838E0
7.553539621E0,-6.184484959E0,3.378794193E0,3.457327127E0,7.849663386E0
7.573456023E0,-3.922103882E0,-1.361876488E0,3.064502001E0,5.160308028E0
7.593373850E0,1.148195744E0,-1.034129620E1,2.348288536E0,1.066654675E1
7.613290965E0,3.535433578E1,-2.834912491E1,1.306154919E1,4.716148862E1
7.633202383E0,3.874147034E1,-2.078786469E1,2.040515518E1,4.847068392E1
7.653125011E0,2.336215973E1,-1.051161671E1,-2.824207306E0,2.577325629E1
7.673041373E0,6.639773369E0,-6.029551506E0,-5.855980873E0,1.071142352E1
7.692958366E0,-3.298652887E0,-2.418198586E0,-2.493586779E0,4.790278728E0
7.712876498E0,-6.817587852E0,-8.483219147E-2,-5.332537651E0,8.655787568E0
7.732793145E0,-4.783658504E0,4.830173492E0,-8.804389954E0,1.112345482E1
7.752710117E0,-4.070433140E0,1.029126740E1,-1.186692715E1,1.622660071E1
7.772627049E0,-3.964947701E0,1.561333656E1,-1.611769104E1,2.278765133E1
7.792544123E0,-3.659790516E0,1.661722946E1,-1.977818489E1,2.609028515E1
7.812461278E0,-6.022449493E0,1.467026138E1,-1.636062241E1,2.278500455E1
7.832378271E0,-6.827685356E0,1.226074219E1,-8.581389427E0,1.644941734E1
7.852295202E0,-4.532068729E0,1.144318676E1,5.605023503E-1,1.232072778E1
7.872215816E0,1.680487442E1,1.033166981E1,4.479093552E1,4.894256950E1
7.892128700E0,1.221813107E1,-2.382612228E0,2.202052498E1,2.529551518E1
7.912047117E0,-3.408832550E-1,2.456497192E0,-1.712597847E1,1.730461552E1
7.931964373E0,2.842806816E0,3.175381660E0,-1.725494957E1,1.777351636E1
7.951879311E0,1.613467407E1,-4.066238403E-1,-1.750304794E1,2.380860638E1
7.971796874E0,5.934876442E0,3.490362167E-1,-1.254181576E1,1.387954348E1
7.991713785E0,1.732315063E0,-4.772655487E0,-6.993575096E0,8.642294169E0
8.011630147E0,1.271831894E1,-2.781965446E1,-6.724416733E0,3.131942834E1
8.031547872E0,1.703987503E1,-3.315982056E1,2.329800415E1,4.396280289E1
8.051464865E0,4.202355385E0,-1.697047043E1,1.904924393E1,2.585595389E1
8.071381959E0,5.295753479E-1,-7.561874390E0,1.160959244E1,1.386524543E1
8.091298972E0,8.330240250E-1,-5.059208870E-1,2.091139030E1,2.093409013E1
8.111213340E0,1.977811337E0,5.452615261E0,1.391922379E1,1.507937471E1
8.131132937E0,2.038226604E0,9.530786514E0,1.404954433E1,1.709912148E1
8.151045576E0,-3.605440617E0,4.370885372E0,2.076450729E1,2.152367543E1
8.170967268E0,-1.194662094E1,-3.349770546E0,1.467746544E1,1.921901939E1
8.190884566E0,-1.218869877E1,-3.254548550E0,7.582354069E0,1.471898628E1
8.210800603E0,-8.562395096E0,1.157388687E-1,3.981857777E0,9.443685542E0
8.230718145E0,-7.694003105E0,2.165232182E0,3.436378002E0,8.700264821E0
8.250635260E0,-7.865170956E0,2.999961853E0,3.477446556E0,9.107871312E0
8.270551621E0,-5.058628559E0,6.741685867E-1,2.980777264E0,5.910098077E0
8.290469408E0,3.386168480E-1,-6.101152420E0,2.883954048E0,6.756915951E0
8.310386400E0,3.595373917E1,-2.938953018E1,1.349283314E1,4.835775419E1
8.330302661E0,3.950376892E1,-2.479372215E1,1.749304771E1,4.981247972E1
8.350215442E0,2.237335014E1,-1.351058960E1,4.213553667E-1,2.613963214E1
8.370137541E0,8.984532356E0,-4.937499046E0,-4.639646530E0,1.125286801E1
8.390054839E0,-2.229825020E0,-1.195659637E0,-1.783777595E0,3.095736438E0
8.409971832E0,-7.730855465E0,2.477350235E-1,-5.232959747E0,9.338702618E0
8.429889740E0,-5.516639709E0,5.216479301E0,-8.555065155E0,1.143827390E1
8.449805654E0,-4.499649525E0,1.088823509E1,-1.144247055E1,1.642347836E1
8.469722627E0,-4.537036419E0,1.553888130E1,-1.471629333E1,2.187717580E1
8.489639762E0,-5.091075897E0,1.590623093E1,-1.916454315E1,2.542060090E1
8.509549756E0,-5.152878761E0,1.424427509E1,-1.589614487E1,2.195766276E1
8.529472994E0,-5.862488747E0,1.209388065E1,-9.092096329E0,1.622642719E1
8.549390760E0,-4.720290184E0,1.094720745E1,-2.666481495E0,1.221608014E1
8.569307895E0,1.074602127E1,1.399849224E1,3.459626007E1,3.883730126E1
8.589218337E0,1.112240410E1,1.903084755E0,2.579244804E1,2.815279703E1
8.609141901E0,3.448460102E0,2.699747086E-1,-3.234295130E0,4.735549430E0
8.629059931E0,6.194707394E0,2.208763599E0,-1.491369724E1,1.629942949E1
8.648978490E0,1.982079124E1,-4.749235153E0,-1.925711441E1,2.804024707E1
8.668895646E0,4.764786243E0,-2.089355469E0,-1.475973606E1,1.564986910E1
8.688810930E0,-2.735324144E0,-2.079969406E0,-8.067392349E0,8.768756481E0
8.708727861E0,4.897462368E0,-1.682424545E1,-5.139100075E0,1.826063313E1
8.728645016E0,1.790387535E1,-3.360169220E1,4.816616058E0,3.837736653E1
8.748554238E0,7.239843369E0,-2.150715256E1,2.279865837E1,3.216755767E1
8.768478981E0,1.860334396E0,-9.138115883E0,1.267409992E1,1.573527295E1
8.788395364E0,3.757271767E0,-2.440066338E0,1.821682739E1,1.875963260E1
8.808313151E0,6.258623600E0,4.564956665E0,1.690978622E1,1.859973303E1
8.828232667E0,3.341938496E0,9.457325935E0,1.310089302E1,1.649978681E1
8.848145896E0,-4.030174255E0,6.075491905E0,2.054597092E1,2.180116573E1
8.868058270E0,-1.266029835E1,-2.777305603E0,1.510200500E1,1.990143552E1
8.887981793E0,-1.238538837E1,-3.794003963E0,5.714145660E0,1.415781664E1
8.907897342E0,-1.120072269E1,-1.495047092E0,7.874746799E0,1.377327092E1
8.927815392E0,-8.891545296E0,1.389846325E0,7.008076191E0,1.140633081E1
8.947732344E0,-7.545651436E0,1.945159912E0,4.638360977E0,9.068345782E0
8.967649520E0,-3.713349342E0,-3.968041420E0,4.719384193E0,7.197701245E0
8.987566634E0,6.171869755E0,-1.672773552E1,2.860704899E0,1.805803822E1
9.007483505E0,4.382913589E1,-2.859321976E1,1.666781807E1,5.492159437E1
9.027400579E0,3.415291595E1,-1.718073273E1,1.475880909E1,4.098074781E1
9.047316900E0,2.268566132E1,-9.415633202E0,-5.259323120E0,2.511879491E1
9.067232591E0,6.771491051E0,-5.631748199E0,-4.709980965E0,9.987672377E0
9.087151801E0,-4.560339928E0,-4.003402710E0,-3.996177673E0,7.265904590E0
9.107073249E0,-7.210022926E0,-9.328117371E-1,-7.931556702E0,1.075937545E1
9.126975350E0,-5.050674915E0,5.077429295E0,-1.056041336E1,1.275977804E1
9.146871326E0,-4.855476856E0,1.117884159E1,-1.604220963E1,2.014682716E1
9.166811532E0,-5.330893040E0,1.576369667E1,-2.124075127E1,2.698299590E1
9.186691854E0,-6.530878067E0,1.653230858E1,-2.243293381E1,2.862177693E1
9.206653249E0,-6.650885582E0,1.573268509E1,-1.491616249E1,2.267693900E1
9.226570180E0,-5.931320667E0,1.399138451E1,-6.834102631E0,1.666266377E1
9.246487295E0,1.365486145E0,1.457178783E1,1.619961548E1,2.183183672E1
9.266404593E0,1.876541901E1,9.924886703E0,3.772730255E1,4.328964870E1
9.286321504E0,1.504933548E1,-1.841083527E0,1.694395065E1,2.273696441E1
9.306223828E0,3.365666866E0,2.184439182E0,-2.139542198E1,2.176840761E1
9.326155632E0,8.499479294E0,1.392806053E0,-1.905143738E1,2.090785315E1
9.346058525E0,1.232118034E1,-2.083799362E0,-1.790878105E1,2.183753978E1
9.365975539E0,2.873308659E0,-3.375034332E0,-1.383884811E1,1.453136183E1
9.385904535E0,5.374072552E0,-1.172279358E1,-7.023233414E0,1.468435741E1
9.405822239E0,1.680810928E1,-3.486335754E1,-7.448773384E0,3.941383592E1
9.425740026E0,1.451956272E1,-2.855254364E1,4.084537888E1,5.190771065E1
9.445657812E0,9.362497330E-1,-1.327693748E1,1.200878143E1,1.792664118E1
9.465568111E0,9.149928093E-1,-6.487531662E0,1.355629444E1,1.505650683E1
9.485477474E0,-1.794743538E-1,1.627807617E0,1.945154190E1,1.952035991E1
9.505400652E0,3.754272461E-1,7.440929890E0,1.090526009E1,1.320731164E1
9.525320839E0,3.909921646E-2,7.668412209E0,1.795192909E1,1.952121494E1
9.545234454E0,-6.890241623E0,-6.104369164E-1,1.940335846E1,2.059947529E1
9.565155597E0,-1.232229424E1,-4.707200527E0,1.027893639E1,1.672283484E1
9.585078164E0,-1.083888054E1,-2.794855595E0,9.082439423E0,1.441468886E1
9.604994771E0,-7.316352367E0,1.399973869E0,5.350068092E0,9.171268581E0
9.624904398E0,-7.081678867E0,3.536299944E0,3.079308510E0,8.493393537E0
9.644814026E0,-5.741689682E0,3.174795628E0,1.555505514E0,6.742842508E0
9.664730938E0,-4.258666039E0,-1.608177185E0,9.266592264E-1,4.645553531E0
9.684647971E0,1.177549744E1,-1.652488708E1,6.294304371E0,2.124505826E1
9.704569582E0,4.814501953E1,-3.213745117E1,1.965366173E1,6.113121210E1
9.724482282E0,2.902328110E1,-1.848293686E1,1.059140110E1,3.600204963E1
9.744399356E0,1.661923409E1,-6.960145950E0,-5.906165123E0,1.896115397E1
9.764323184E0,3.049098492E0,-1.586236954E0,-5.525265217E0,6.507050407E0
9.784252323E0,-5.708863258E0,6.822299957E-2,-3.885293245E0,6.905887176E0
9.804165491E0,-6.160858154E0,2.561368942E0,-6.649820328E0,9.420026245E0
9.824080490E0,-5.011000633E0,8.242198944E0,-1.065152359E1,1.437007048E1
9.843994797E0,-4.695636272E0,1.411145020E1,-1.604468346E1,2.187724603E1
9.863921290E0,-3.307745218E0,1.731182098E1,-2.049314308E1,2.702978427E1
9.883833624E0,-3.655393124E0,1.642439842E1,-1.656047821E1,2.360873146E1
9.903750780E0,-5.803124428E0,1.367639351E1,-9.615151405E0,1.769664175E1
9.923667874E0,-5.938987255E0,1.207447815E1,-3.052966118E0,1.379801414E1
9.943576383E0,5.219586849E0,1.724286270E1,2.966750145E1,3.470909165E1
9.963503548E0,1.293470955E1,4.971035480E0,2.654768562E1,2.994657771E1
9.983418954E0,6.726557255E0,-4.453287125E-1,1.950212359E0,7.017707490E0
1.000333526E1,-2.171327591E0,4.468461037E0,-1.580393028E1,1.656641240E1
